,cnpj,nome,date,codigo,seg_listagem,setor_econo,index_all,index_ac,index_ca,index_dir,index_et,index_fc,total_assets,mktcap,gross_margin,roa,pe,cap_str,fin_turn,oper_turn,capex,neg
13,00001180000126,Eletrobras,2018-12-31,ELET3,Nível 1,Energia Elétrica,0.8,0.5,0.8333333333333334,0.8125,0.875,0.9444444444444444,172975359000.0,27051811421.0,59.41063402,-0.99765134755,-14.83153948,75.284033375,-178.1292951,66.429001379,1401763000.0,0.6535507554
15,00001180000126,Eletrobras,2018-12-31,ELET6,Nível 1,Energia Elétrica,0.8,0.5,0.8333333333333334,0.8125,0.875,0.9444444444444444,172975359000.0,27051811421.0,59.41063402,-0.99765134755,-17.408270228,75.284033375,-178.1292951,66.429001379,1401763000.0,0.49326881698
16,00001180000126,Eletrobras,2019-12-31,ELET3,Nível 1,Energia Elétrica,0.79,0.5,0.8333333333333334,0.75,0.875,0.9444444444444444,181210208000.0,33820949214.0,77.830240673,7.3657975162,2.4712253144,69.091725782,-101.76802176,116.72290023,1401763000.0,0.7663475737
17,00001180000126,Eletrobras,2019-12-31,ELET5,Nível 1,Energia Elétrica,0.79,0.5,0.8333333333333334,0.75,0.875,0.9444444444444444,181210208000.0,33820949214.0,77.830240673,7.3657975162,3.0291123334,69.091725782,-101.76802176,116.72290023,1401763000.0,1.1915870262e-05
18,00001180000126,Eletrobras,2019-12-31,ELET6,Nível 1,Energia Elétrica,0.79,0.5,0.8333333333333334,0.75,0.875,0.9444444444444444,181210208000.0,33820949214.0,77.830240673,7.3657975162,2.8730671526,69.091725782,-101.76802176,116.72290023,1401763000.0,0.56178028079
19,00001180000126,Eletrobras,2020-12-31,ELET3,Nível 1,Energia Elétrica,0.803921568627451,0.55,0.8333333333333334,0.8125,0.875,0.9444444444444444,177466715000.0,51246978273.0,75.553867741,6.0540045495,4.7797491157,59.770402016,-42.158854628,122.25522016,1401763000.0,1.0540394972
20,00001180000126,Eletrobras,2020-12-31,ELET5,Nível 1,Energia Elétrica,0.803921568627451,0.55,0.8333333333333334,0.8125,0.875,0.9444444444444444,177466715000.0,51246978273.0,75.553867741,6.0540045495,5.3108323508,59.770402016,-42.158854628,122.25522016,1401763000.0,9.3954093227e-06
21,00001180000126,Eletrobras,2020-12-31,ELET6,Nível 1,Energia Elétrica,0.803921568627451,0.55,0.8333333333333334,0.8125,0.875,0.9444444444444444,177466715000.0,51246978273.0,75.553867741,6.0540045495,4.835386407,59.770402016,-42.158854628,122.25522016,1401763000.0,0.67708932268
22,00001180000126,Eletrobras,2021-12-31,ELET3,Nível 1,Energia Elétrica,0.8235294117647058,0.55,0.8333333333333334,0.9375,0.875,0.9444444444444444,178966449000.0,57626440547.0,72.630293695,3.5690002432,8.9225876481,58.790435631,-60.214988361,116.36674778,1401763000.0,0.76729321417
23,00001180000126,Eletrobras,2021-12-31,ELET5,Nível 1,Energia Elétrica,0.8235294117647058,0.55,0.8333333333333334,0.9375,0.875,0.9444444444444444,178966449000.0,57626440547.0,72.630293695,3.5690002432,11.180608192,58.790435631,-60.214988361,116.36674778,1401763000.0,1.6313682059e-05
24,00001180000126,Eletrobras,2021-12-31,ELET6,Nível 1,Energia Elétrica,0.8235294117647058,0.55,0.8333333333333334,0.9375,0.875,0.9444444444444444,178966449000.0,57626440547.0,72.630293695,3.5690002432,9.0028836373,58.790435631,-60.214988361,116.36674778,1401763000.0,0.43594806979
25,00001180000126,Eletrobras,2022-12-31,ELET3,Nível 1,Energia Elétrica,0.87,0.65,0.875,0.9375,0.9090909090909091,1.0,188303069000.0,52310576016.0,68.202434156,3.0342750282,9.2838599796,59.418205765,-39.006180361,82.33363858,1401763000.0,0.78575763674
26,00001180000126,Eletrobras,2022-12-31,ELET5,Nível 1,Energia Elétrica,0.87,0.65,0.875,0.9375,0.9090909090909091,1.0,188303069000.0,52310576016.0,68.202434156,3.0342750282,17.923046055,59.418205765,-39.006180361,82.33363858,1401763000.0,3.2211670744e-05
27,00001180000126,Eletrobras,2022-12-31,ELET6,Nível 1,Energia Elétrica,0.87,0.65,0.875,0.9375,0.9090909090909091,1.0,188303069000.0,52310576016.0,68.202434156,3.0342750282,9.1727093064,59.418205765,-39.006180361,82.33363858,1401763000.0,0.39098127451
29,00070698000111,Ceb,2019-12-31,CEBR5,Tradicional,Energia Elétrica,0.5,0.375,0.5833333333333334,0.5625,0.375,0.6111111111111112,3741671000.0,511781596.5,14.682670517,3.0924685789,5.6882318555,78.817752817,8.4142265577,87.914040576,35479000.0,1.6666170502e-05
31,00070698000111,Ceb,2020-12-31,CEBR3,Tradicional,Energia Elétrica,0.5102040816326531,0.375,0.5833333333333334,0.5625,0.4166666666666667,0.6111111111111112,3687355000.0,793210108.41,17.88544945,4.2477331312,6.5866443057,72.861983725,50.037518431,81.359695553,35479000.0,0.00024305654649
32,00070698000111,Ceb,2020-12-31,CEBR5,Tradicional,Energia Elétrica,0.5102040816326531,0.375,0.5833333333333334,0.5625,0.4166666666666667,0.6111111111111112,3687355000.0,793210108.41,17.88544945,4.2477331312,7.8957383477,72.861983725,50.037518431,81.359695553,35479000.0,7.8049216949e-05
33,00070698000111,Ceb,2020-12-31,CEBR6,Tradicional,Energia Elétrica,0.5102040816326531,0.375,0.5833333333333334,0.5625,0.4166666666666667,0.6111111111111112,3687355000.0,793210108.41,17.88544945,4.2477331312,6.4824980637,72.861983725,50.037518431,81.359695553,35479000.0,0.00024669675183
34,00070698000111,Ceb,2021-12-31,CEBR3,Tradicional,Energia Elétrica,0.5306122448979592,0.375,0.5833333333333334,0.6875,0.4166666666666667,0.6111111111111112,3833792000.0,1965741198.0,48.91526699,12.138843213,4.1654385845,76.503028855,4.6645051208,50.366999041,35479000.0,0.00034648115817
35,00070698000111,Ceb,2021-12-31,CEBR5,Tradicional,Energia Elétrica,0.5306122448979592,0.375,0.5833333333333334,0.6875,0.4166666666666667,0.6111111111111112,3833792000.0,1965741198.0,48.91526699,12.138843213,5.1651438448,76.503028855,4.6645051208,50.366999041,35479000.0,0.00011152528468
36,00070698000111,Ceb,2021-12-31,CEBR6,Tradicional,Energia Elétrica,0.5306122448979592,0.375,0.5833333333333334,0.6875,0.4166666666666667,0.6111111111111112,3833792000.0,1965741198.0,48.91526699,12.138843213,4.8652322667,76.503028855,4.6645051208,50.366999041,35479000.0,0.00029654061041
37,00070698000111,Ceb,2022-12-31,CEBR3,Tradicional,Energia Elétrica,0.5306122448979592,0.375,0.5833333333333334,0.6875,0.4166666666666667,0.6111111111111112,1514386000.0,1132611045.8,48.621927902,85.474046908,0.91885264755,30.122108894,-3.4650578342,42.564260492,35479000.0,0.00072540103496
38,00070698000111,Ceb,2022-12-31,CEBR5,Tradicional,Energia Elétrica,0.5306122448979592,0.375,0.5833333333333334,0.6875,0.4166666666666667,0.6111111111111112,1514386000.0,1132611045.8,48.621927902,85.474046908,0.91020597897,30.122108894,-3.4650578342,42.564260492,35479000.0,0.00023095480954
39,00070698000111,Ceb,2022-12-31,CEBR6,Tradicional,Energia Elétrica,0.5306122448979592,0.375,0.5833333333333334,0.6875,0.4166666666666667,0.6111111111111112,1514386000.0,1132611045.8,48.621927902,85.474046908,0.88887752981,30.122108894,-3.4650578342,42.564260492,35479000.0,0.0006323326125
43,00242184000104,Armac,2022-12-31,ARML3,Novo Mercado,Outros,0.8085106382978723,0.7777777777777778,0.8333333333333334,1.0,0.6363636363636364,0.8571428571428571,3281487000.0,9055441855.0,48.197324466,1.7694417196,135.82977554,66.091683435,99.919544301,188.32774032,9681000.0,0.037873714043
44,00242184000104,Armac,2023-12-31,ARML3,Novo Mercado,Outros,0.8085106382978723,0.7777777777777778,0.8333333333333334,1.0,0.6363636363636364,0.8571428571428571,3730975000.0,4057618581.8,47.031060547,3.9826586884,27.317780833,68.948572424,-88.282077321,114.69252863,9681000.0,0.043945893712
78,00776574000156,Americanas,2018-12-31,AMER3,Novo Mercado,Comércio,0.87,0.7,0.8333333333333334,1.0,0.9090909090909091,0.9444444444444444,12623127000.0,9301335460.5,21.990507497,-3.261870058,-20.409925978,69.05906912,-15.274539899,99.213789466,1594615000.0,0.34744168482
79,00776574000156,Americanas,2019-12-31,AMER3,Novo Mercado,Comércio,0.91,0.9,0.8333333333333334,1.0,0.9090909090909091,0.9444444444444444,13031194000.0,19214939384.0,25.813469517,-3.0535498129,-48.087910976,72.856554818,-75.587717901,74.408661088,1594615000.0,0.67434153624
80,00776574000156,Americanas,2020-12-31,AMER3,Novo Mercado,Comércio,0.94,0.9,0.875,1.0,0.9545454545454546,1.0,16056570000.0,32890191409.0,29.722714984,-1.9819799621,-92.828659643,64.28607106,-96.2439215,112.54825839,1594615000.0,0.79040630499
81,00776574000156,Americanas,2021-12-31,AMER3,Novo Mercado,Comércio,0.94,0.9,0.875,1.0,0.9545454545454546,1.0,22606775000.0,42330870412.0,28.417546337,-0.93227804497,-191.50057318,58.040428146,-52.162792732,149.91604649,1594615000.0,1.0001366313
82,00776574000156,Americanas,2022-12-31,AMER3,Novo Mercado,Comércio,0.92,0.8,0.875,1.0,0.9545454545454546,1.0,44518812000.0,28393539567.0,29.792952116,1.2214948593,41.606120895,64.260106492,34.144023443,229.49205641,1594615000.0,0.84017101749
84,00864214000106,Energisa,2018-12-31,ENGI3,Nível 2,Energia Elétrica,0.5851063829787234,0.6875,0.5,0.875,0.5,0.42857142857142855,22048356000.0,11540757480.0,13.843988269,2.5969373862,30.34719421,78.299869614,17.584349027,61.04478064,2501222000.0,9.0935454567e-05
85,00864214000106,Energisa,2018-12-31,ENGI4,Nível 2,Energia Elétrica,0.5851063829787234,0.6875,0.5,0.875,0.5,0.42857142857142855,22048356000.0,11540757480.0,13.843988269,2.5969373862,13.749136968,78.299869614,17.584349027,61.04478064,2501222000.0,0.00015638185949
87,00864214000106,Energisa,2019-12-31,ENGI3,Nível 2,Energia Elétrica,0.7659574468085106,0.7142857142857143,0.75,1.0,0.7272727272727273,0.6666666666666666,36418008000.0,13872268452.0,15.866129206,3.2392546017,12.228449844,83.394127433,26.456670434,71.266248725,2501222000.0,0.00016167414618
88,00864214000106,Energisa,2019-12-31,ENGI4,Nível 2,Energia Elétrica,0.7659574468085106,0.7142857142857143,0.75,1.0,0.7272727272727273,0.6666666666666666,36418008000.0,13872268452.0,15.866129206,3.2392546017,11.050895414,83.394127433,26.456670434,71.266248725,2501222000.0,0.00027667511368
90,00864214000106,Energisa,2020-12-31,ENGI3,Nível 2,Energia Elétrica,0.8191489361702128,0.7857142857142857,0.75,1.0,0.9090909090909091,0.6666666666666666,39319814000.0,21041102351.0,16.336089767,1.3406930155,54.27272415,83.564978207,28.110014372,71.09252533,2501222000.0,0.00094507877093
91,00864214000106,Energisa,2020-12-31,ENGI4,Nível 2,Energia Elétrica,0.8191489361702128,0.7857142857142857,0.75,1.0,0.9090909090909091,0.6666666666666666,39319814000.0,21041102351.0,16.336089767,1.3406930155,40.445532314,83.564978207,28.110014372,71.09252533,2501222000.0,0.00059991169672
93,00864214000106,Energisa,2021-12-31,ENGI3,Nível 2,Energia Elétrica,0.8191489361702128,0.7857142857142857,0.75,1.0,0.9090909090909091,0.6666666666666666,45562807000.0,21857284647.0,17.990568518,3.5280398769,21.012153681,83.504815671,29.010189165,81.805361725,2501222000.0,0.00093873334842
94,00864214000106,Energisa,2021-12-31,ENGI4,Nível 2,Energia Elétrica,0.8191489361702128,0.7857142857142857,0.75,1.0,0.9090909090909091,0.6666666666666666,45562807000.0,21857284647.0,17.990568518,3.5280398769,10.499900428,83.504815671,29.010189165,81.805361725,2501222000.0,0.0011128636543
96,00864214000106,Energisa,2022-12-31,ENGI3,Nível 2,Energia Elétrica,0.8085106382978723,0.7142857142857143,0.75,1.0,0.9090909090909091,0.6666666666666666,54768404000.0,17616306508.0,22.464862916,5.6032909047,8.5129765093,82.597190526,24.971633131,69.559387721,2501222000.0,0.0014416802273
97,00864214000106,Energisa,2022-12-31,ENGI4,Nível 2,Energia Elétrica,0.8085106382978723,0.7142857142857143,0.75,1.0,0.9090909090909091,0.6666666666666666,54768404000.0,17616306508.0,22.464862916,5.6032909047,4.6522161876,82.597190526,24.971633131,69.559387721,2501222000.0,0.001948594363
99,00864214000106,Energisa,2023-12-31,ENGI3,Nível 2,Energia Elétrica,0.8854166666666666,0.875,0.75,1.0,0.9545454545454546,0.8888888888888888,59670668000.0,20444043497.0,27.132323996,4.0690343872,12.467851313,79.078913613,21.211751329,56.39309247,2501222000.0,0.0007071308379
100,00864214000106,Energisa,2023-12-31,ENGI4,Nível 2,Energia Elétrica,0.8854166666666666,0.875,0.75,1.0,0.9545454545454546,0.8888888888888888,59670668000.0,20444043497.0,27.132323996,4.0690343872,6.6110670665,79.078913613,21.211751329,56.39309247,2501222000.0,0.0010939025443
107,01027058000191,Cielo,2018-12-31,CIEL3,Novo Mercado,Software e Dados,0.7872340425531915,0.7857142857142857,0.7916666666666666,0.8125,0.7272727272727273,0.8333333333333334,88347181000.0,63837354040.0,50.228006228,4.8271251575,15.706005161,82.612976638,-1609.6759882,2041.1817377,210795000.0,1.9665473826
108,01027058000191,Cielo,2019-12-31,CIEL3,Novo Mercado,Software e Dados,0.8617021276595744,0.7857142857142857,0.8333333333333334,0.8125,0.9090909090909091,0.9444444444444444,82563091000.0,24129536935.0,46.575474812,4.3111697453,7.2203971935,81.989414616,-1200.5373016,1938.8423852,210795000.0,1.3510418171
109,01027058000191,Cielo,2020-12-31,CIEL3,Novo Mercado,Software e Dados,0.9468085106382979,0.8571428571428571,0.9583333333333334,0.9375,1.0,0.9444444444444444,93422308000.0,22648362106.0,36.088718863,1.9155585409,14.303648994,83.874362213,-858.38449164,2317.3733851,210795000.0,1.1433435738
110,01027058000191,Cielo,2021-12-31,CIEL3,Novo Mercado,Software e Dados,0.9468085106382979,0.8571428571428571,0.9583333333333334,0.9375,1.0,0.9444444444444444,91807398000.0,10828615076.0,27.846069909,-0.37833334521,-22.186507328,84.687417021,-499.53297488,2284.2139518,210795000.0,0.8093897432
111,01027058000191,Cielo,2022-12-31,CIEL3,Novo Mercado,Software e Dados,0.96875,0.8571428571428571,1.0,0.9375,1.0,1.0,100294001000.0,6160235699.6,29.080462524,-0.31610963451,-12.209063988,86.845072618,-575.82145847,2460.075458,210795000.0,0.45846410709
113,01083200000118,Neoenergia,2020-12-31,NEOE3,Novo Mercado,Energia Elétrica,0.925531914893617,0.8571428571428571,0.875,0.9375,1.0,0.9444444444444444,54214782000.0,30199269360.0,22.395259839,4.2595799795,13.547479618,64.476963128,22.62640815,72.328733393,312000000.0,0.21531507308
114,01083200000118,Neoenergia,2021-12-31,NEOE3,Novo Mercado,Energia Elétrica,0.9361702127659575,0.8571428571428571,0.875,0.9375,1.0,1.0,66297000000.0,21387103140.0,23.051674013,4.3817970647,7.6137782627,67.556601355,6.7392018838,69.627684516,312000000.0,0.26904647995
115,01083200000118,Neoenergia,2022-12-31,NEOE3,Novo Mercado,Energia Elétrica,0.9361702127659575,0.8571428571428571,0.875,0.9375,1.0,1.0,85800000000.0,19663502458.0,25.261206996,4.7389277389,5.009811083,71.750582751,10.143163026,71.941619367,312000000.0,0.17844321283
116,01083200000118,Neoenergia,2023-12-31,NEOE3,Novo Mercado,Energia Elétrica,0.9361702127659575,0.8571428571428571,0.875,0.9375,1.0,1.0,92318000000.0,18753155122.0,29.135017646,5.1853376373,3.9748113136,70.821508265,14.770102377,65.669479047,312000000.0,0.14683897565
129,01417222000177,Mrs Logist,2020-12-31,MRSA3B,Balcão Organizado,Transporte Serviç,0.6888888888888889,0.42857142857142855,0.5833333333333334,0.9375,0.6818181818181818,0.8571428571428571,10724199000.0,6800000000.0,25.713093159,4.6936372591,13.509352246,61.745142924,89.398849228,119.27780364,648312000.0,1.7058044043e-06
132,01417222000177,Mrs Logist,2021-12-31,MRSA3B,Balcão Organizado,Transporte Serviç,0.6888888888888889,0.42857142857142855,0.5833333333333334,0.9375,0.6818181818181818,0.8571428571428571,11129713000.0,12240000000.0,30.159377414,3.866065549,28.446460693,61.249503918,9.7060969919,57.122237722,648312000.0,8.6647918215e-05
135,01417222000177,Mrs Logist,2022-12-31,MRSA3B,Balcão Organizado,Transporte Serviç,0.7333333333333333,0.42857142857142855,0.5833333333333334,0.9375,0.8636363636363636,0.8571428571428571,13434736000.0,13940021780.0,34.243193217,5.2072776123,18.808320373,63.918405244,-0.81354134809,59.471753195,648312000.0,3.9052243153e-06
136,01417222000177,Mrs Logist,2022-12-31,MRSA5B,Balcão Organizado,Transporte Serviç,0.7333333333333333,0.42857142857142855,0.5833333333333334,0.9375,0.8636363636363636,0.8571428571428571,13434736000.0,13940021780.0,34.243193217,5.2072776123,22.079121306,63.918405244,-0.81354134809,59.471753195,648312000.0,1.2605238093e-06
137,01417222000177,Mrs Logist,2022-12-31,MRSA6B,Balcão Organizado,Transporte Serviç,0.7333333333333333,0.42857142857142855,0.5833333333333334,0.9375,0.8636363636363636,0.8571428571428571,13434736000.0,13940021780.0,34.243193217,5.2072776123,20.412130638,63.918405244,-0.81354134809,59.471753195,648312000.0,2.948286574e-07
139,01417222000177,Mrs Logist,2023-12-31,MRSA5B,Balcão Organizado,Transporte Serviç,0.7444444444444445,0.42857142857142855,0.5833333333333334,0.9375,0.8636363636363636,0.9285714285714286,14531453000.0,7758324000.0,37.853689783,6.0157507993,8.5799655904,62.057242314,-1.9022381474,58.04805672,648312000.0,1.2153146725e-06
140,01417222000177,Mrs Logist,2023-12-31,MRSA6B,Balcão Organizado,Transporte Serviç,0.7444444444444445,0.42857142857142855,0.5833333333333334,0.9375,0.8636363636363636,0.9285714285714286,14531453000.0,7758324000.0,37.853689783,6.0157507993,8.9689032872,62.057242314,-1.9022381474,58.04805672,648312000.0,1.7097769559e-06
141,01545826000107,Gafisa,2018-12-31,GFSA3,Novo Mercado,Construção,0.6979166666666666,0.6875,0.7083333333333334,0.8125,0.6818181818181818,0.6111111111111112,2878138000.0,554506920.0,-34.48095752,-29.537742805,-0.65138765082,73.614746757,631.15375055,674.53485176,13769000.0,0.1627004888
142,01545826000107,Gafisa,2019-12-31,GFSA3,Novo Mercado,Construção,0.6382978723404256,0.7222222222222222,0.625,0.625,0.5909090909090909,0.6428571428571429,2526280000.0,672366500.0,11.93912733,-16.675744573,-1.6582749224,80.477579682,503.18919994,554.17773769,13769000.0,0.16857573565
143,01545826000107,Gafisa,2020-12-31,GFSA3,Novo Mercado,Construção,0.6276595744680851,0.7222222222222222,0.5833333333333334,0.625,0.5909090909090909,0.6428571428571429,2551887000.0,1014554730.0,29.411059643,-0.55264986263,-41.042539988,64.922310431,1280.5679871,1402.1242124,13769000.0,0.149638176
144,01545826000107,Gafisa,2021-12-31,GFSA3,Novo Mercado,Construção,0.6276595744680851,0.7222222222222222,0.5833333333333334,0.625,0.5909090909090909,0.6428571428571429,3749999000.0,1306452900.0,20.499069618,-2.0533338809,-10.009740236,58.442975585,772.68304159,835.46883149,13769000.0,0.17503680622
145,01545826000107,Gafisa,2022-12-31,GFSA3,Novo Mercado,Construção,0.6276595744680851,0.7222222222222222,0.5833333333333334,0.625,0.5909090909090909,0.6428571428571429,4722224000.0,677669490.0,25.495290282,1.7163311186,7.7226407713,61.544518007,1146.3443655,1179.0395915,13769000.0,0.11793499545
146,01545826000107,Gafisa,2023-12-31,GFSA3,Novo Mercado,Construção,0.8645833333333334,0.7777777777777778,0.7916666666666666,0.875,0.9166666666666666,1.0,5486674000.0,375399356.04,13.474243329,-1.5162555676,-4.4770223431,67.687054124,1143.8711553,1145.2665751,13769000.0,0.068438273862
155,01599101000193,Sequoia Log,2021-12-31,SEQL3,Novo Mercado,Transporte Serviç,0.7608695652173914,1.0,0.9166666666666666,0.875,0.45454545454545453,0.625,1375878000.0,2897748978.6,21.583814994,0.51080110301,342.92593389,70.104544153,40.86657962,96.81319375,11151000.0,0.010967826036
156,01599101000193,Sequoia Log,2022-12-31,SEQL3,Novo Mercado,Transporte Serviç,0.8235294117647058,0.85,1.0,1.0,0.5454545454545454,0.75,1982172000.0,1971555881.3,17.523186988,-0.90108224715,-107.29855231,69.68825107,46.994671331,97.388389701,11151000.0,0.1250278134
160,01838723000127,BRF SA,2018-12-31,BRFS3,Novo Mercado,Alimentos e Beb,0.7244897959183674,0.7777777777777778,0.4166666666666667,0.875,0.8636363636363636,0.7777777777777778,45228481000.0,29687707347.0,20.627844841,-2.4295620275,-26.081627948,74.103083409,12.170663243,109.20847332,-17161000.0,1.5022485834
161,01838723000127,BRF SA,2019-12-31,BRFS3,Novo Mercado,Alimentos e Beb,0.8061224489795918,0.8333333333333334,0.75,0.8125,0.8181818181818182,0.8333333333333334,42382377000.0,17794353362.0,16.124288183,-10.537979028,-3.9996121823,82.228988714,-5.3461125413,86.189795573,-17161000.0,1.4910743975
162,01838723000127,BRF SA,2020-12-31,BRFS3,Novo Mercado,Alimentos e Beb,0.8469387755102041,0.8333333333333334,0.875,0.75,0.8181818181818182,0.9444444444444444,41700631000.0,28573944960.0,24.148482165,0.71330335505,95.983754815,80.459890403,-11.580055601,87.793459034,-17161000.0,1.3875378878
163,01838723000127,BRF SA,2021-12-31,BRFS3,Novo Mercado,Alimentos e Beb,0.9285714285714286,0.8333333333333334,0.9583333333333334,1.0,0.9090909090909091,0.9444444444444444,49664906000.0,17801865851.0,23.99531286,2.7988958642,12.896418966,82.25400044,-11.022245153,118.96691908,-17161000.0,0.88885460698
164,01838723000127,BRF SA,2022-12-31,BRFS3,Novo Mercado,Alimentos e Beb,0.9591836734693877,0.9444444444444444,0.9583333333333334,1.0,0.9545454545454546,0.9444444444444444,55903387000.0,18183091464.0,21.028136161,0.78239266612,43.383482734,84.21272221,-14.778661616,121.12020308,-17161000.0,0.71840620961
169,01896779000138,Csu Digital,2019-12-31,CSUD3,Novo Mercado,Outros,0.5,0.8333333333333334,0.5833333333333334,0.625,0.2916666666666667,0.3333333333333333,393438000.0,283130770.0,24.114814982,8.336510454,8.6499917037,38.787051581,23.075304725,56.588539945,31524000.0,0.023773013091
170,01896779000138,Csu Digital,2020-12-31,CSUD3,Novo Mercado,Outros,0.5,0.8333333333333334,0.5833333333333334,0.625,0.2916666666666667,0.3333333333333333,495706000.0,503935040.0,25.206708754,5.4128858638,18.777375581,48.10109218,15.290865787,71.368429139,31524000.0,0.010927352
171,01896779000138,Csu Digital,2021-12-31,CSUD3,Novo Mercado,Outros,0.5106382978723404,0.8333333333333334,0.5833333333333334,0.625,0.3333333333333333,0.3333333333333333,539784000.0,620334810.0,29.717631608,8.6666147941,13.258792376,45.853341337,8.3030793078,49.460031517,31524000.0,0.023209098354
172,01896779000138,Csu Digital,2022-12-31,CSUD3,Novo Mercado,Outros,0.7608695652173914,0.8333333333333334,0.75,0.625,0.9090909090909091,0.6666666666666666,569366000.0,537275340.0,32.296337509,10.624624582,8.877057307,39.787237032,17.18648039,50.416374365,31524000.0,0.033776385444
173,01896779000138,Csu Digital,2023-12-31,CSUD3,Novo Mercado,Outros,0.7959183673469388,0.8888888888888888,0.75,0.625,0.9090909090909091,0.7777777777777778,607219000.0,502993800.0,37.498138385,12.116221659,6.8260922149,37.11560409,13.434775209,54.990145437,31524000.0,0.015026831945
174,01938783000111,Par Al Bahia,2019-12-31,PEAB3,Tradicional,Outros,0.2553191489361702,0.16666666666666666,0.3333333333333333,0.3125,0.09090909090909091,0.35,663835000.0,478030341.6,32.085598587,5.3644354395,13.537334096,20.792214933,61.063705886,90.567845909,49528000.0,5.4529091676e-05
176,01938783000111,Par Al Bahia,2020-12-31,PEAB3,Tradicional,Outros,0.24468085106382978,0.16666666666666666,0.2916666666666667,0.3125,0.09090909090909091,0.35,692363000.0,616877595.39,30.738609384,6.5998616333,13.245298385,23.108687206,46.180768769,83.709568301,49528000.0,4.8324579906e-05
177,01938783000111,Par Al Bahia,2020-12-31,PEAB4,Tradicional,Outros,0.24468085106382978,0.16666666666666666,0.2916666666666667,0.3125,0.09090909090909091,0.35,692363000.0,616877595.39,30.738609384,6.5998616333,13.805990659,23.108687206,46.180768769,83.709568301,49528000.0,1.5873372087e-05
178,01938783000111,Par Al Bahia,2021-12-31,PEAB3,Tradicional,Outros,0.24468085106382978,0.16666666666666666,0.2916666666666667,0.3125,0.09090909090909091,0.35,885454000.0,719615568.0,30.661764706,52.470145259,1.5765549345,36.278790315,206.09776406,209.43314387,49528000.0,0.00012382103408
179,01938783000111,Par Al Bahia,2021-12-31,PEAB4,Tradicional,Outros,0.24468085106382978,0.16666666666666666,0.2916666666666667,0.3125,0.09090909090909091,0.35,885454000.0,719615568.0,30.661764706,52.470145259,1.5212372175,36.278790315,206.09776406,209.43314387,49528000.0,0.00010927072316
199,02193750000152,Dexxos Par,2019-12-31,DEXP3,Nível 1,Outros,0.3076923076923077,0.7,0.375,0.4375,0.0,0.1,853849000.0,58915148.6,17.196405592,0.88505110388,8.6588989712,78.023631813,78.357849672,93.666856709,1548000.0,0.00041687080559
201,02193750000152,Dexxos Par,2020-12-31,DEXP3,Nível 1,Outros,0.43,0.55,0.5833333333333334,0.375,0.18181818181818182,0.4444444444444444,814229000.0,248788829.1,18.323870937,2.7128731598,9.9993425209,75.348581296,80.656236779,95.379556391,1548000.0,0.0019955949777
203,02193750000152,Dexxos Par,2021-12-31,DEXP3,Nível 1,Outros,0.56,0.55,0.625,0.6875,0.5,0.4444444444444444,845867000.0,695877020.8,21.705417005,17.010593864,5.786993515,62.621192221,79.401100603,103.2865547,1548000.0,0.0084492204854
204,02193750000152,Dexxos Par,2021-12-31,DEXP4,Nível 1,Outros,0.56,0.55,0.625,0.6875,0.5,0.4444444444444444,845867000.0,695877020.8,21.705417005,17.010593864,6.6682482889,62.621192221,79.401100603,103.2865547,1548000.0,5.4166598378e-05
205,02193750000152,Dexxos Par,2022-12-31,DEXP3,Nível 1,Outros,0.57,0.55,0.5833333333333334,0.625,0.6363636363636364,0.4444444444444444,1295524000.0,966454728.24,20.820009536,17.729119646,5.0755963285,59.110522075,90.738636296,116.49375475,1548000.0,0.033847431286
206,02193750000152,Dexxos Par,2022-12-31,DEXP4,Nível 1,Outros,0.57,0.55,0.5833333333333334,0.625,0.6363636363636364,0.4444444444444444,1295524000.0,966454728.24,20.820009536,17.729119646,4.383247934,59.110522075,90.738636296,116.49375475,1548000.0,0.00041923439902
207,02193750000152,Dexxos Par,2023-12-31,DEXP3,Nível 1,Outros,0.59,0.65,0.5833333333333334,0.625,0.6363636363636364,0.4444444444444444,1307748000.0,641613476.98,18.326940272,13.757619969,4.3037296303,47.389175896,83.079584094,96.820428602,1548000.0,0.017021690589
208,02193750000152,Dexxos Par,2023-12-31,DEXP4,Nível 1,Outros,0.59,0.65,0.5833333333333334,0.625,0.6363636363636364,0.4444444444444444,1307748000.0,641613476.98,18.326940272,13.757619969,3.885224717,47.389175896,83.079584094,96.820428602,1548000.0,0.00022173980571
213,02255187000108,Unifique,2022-12-31,FIQE3,Novo Mercado,Telecomunicações,0.8586956521739131,0.9166666666666666,0.75,1.0,0.9166666666666666,0.75,1617617000.0,2371593899.4,49.104553871,4.9788670619,25.033567981,40.714396548,-62.085361328,54.494201336,230037000.0,0.015652664178
220,02302101000142,Emae,2018-12-31,EMAE4,Tradicional,Energia Elétrica,0.7448979591836735,0.5625,0.7083333333333334,0.875,0.75,0.8333333333333334,1245025000.0,336217700.0,11.09350389,9.5697676754,2.8218966646,34.147908676,22.070458607,35.450534627,1608000.0,0.00038289359023
222,02302101000142,Emae,2019-12-31,EMAE4,Tradicional,Energia Elétrica,0.7244897959183674,0.5,0.7083333333333334,0.9375,0.625,0.8888888888888888,1338612000.0,675021690.0,19.331135811,7.5837509301,6.6493463164,35.092842437,36.988855602,46.527268922,1608000.0,0.00051210454125
